fdTs,kamp_nmse,kamp_sem,static_nmse,static_sem
0.01,0.01492906916582325,0.001730552937922115,0.027847516785326747,0.002783515439584703
0.05,0.05259567689518936,0.004167434677453705,0.038525232925372965,0.0023669072078053
0.1,0.0715921449282885,0.004324535237882027,0.047437520222179834,0.0024656479342359174
