Q,nees,nees_sem,nis,nis_sem
0.001,2.4523126618286004,0.024342993281183067,2.4208700292480576,0.015244700095521277
0.01,0.633250530926389,0.00494216669122562,0.8593235678898579,0.004321850079946832
0.05,0.2939193101310271,0.0023149340510796104,0.3127778358981464,0.0016974507933773283
0.2,0.10281409574142931,0.0008277315489457017,0.10861507865694549,0.0009993349449330126
1.0,0.023259552298368444,0.0001893410353351986,0.026159540353575293,0.00037257625349694496
