solver,nmse_mean,nmse_sem,nmse_median,nan_frac
ISTA,7.269999735804167,0.48299178779772256,7.343567283734143,0.0
FISTA,8.082097087136367,0.5602829394557391,7.785754007517575,0.0
AMP,148.54777730208153,44.70129373075835,85.58334417953819,0.0
VAMP,10.96613852388607,0.6711388238642887,10.434646765826233,0.0
OAMP,10.688841907269067,0.7328652437377159,10.093275328617871,0.0
KAMP,2.4720282825472912,0.3199864618441096,2.3132688042178593,0.0
